,Date,predicted_mean,se_mean,lower,upper
0,2016-10-01,610.7469566918606,4.566727948122579,601.7963343863479,619.6975789973734
1,2016-10-02,615.646497265475,4.902385152862883,606.0379989275199,625.2549956034301
2,2016-10-03,611.458498189323,4.8157095039884545,602.0198810014983,620.8971153771477
3,2016-10-04,611.2481573276825,4.705036679013203,602.0264548908767,620.4698597644883
4,2016-10-05,609.8321977465114,4.639982350821519,600.7379994499997,618.926396043023
5,2016-10-06,607.1890760116647,4.477649193583764,598.4130448568358,615.9651071664937
6,2016-10-07,611.5443455860083,4.628694848310477,602.4722703878937,620.6164207841229
7,2016-10-08,615.894830824899,4.5059263374363026,607.0633774865335,624.7262841632646
8,2016-10-09,615.3390596442802,4.444202313330391,606.628583170143,624.0495361184173
9,2016-10-10,615.7847949404027,4.363833730468306,607.2318379941637,624.3377518866416
10,2016-10-11,617.1681328124968,4.296745300445423,608.746666772882,625.5895988521115
11,2016-10-12,614.3085070095032,4.242492286170069,605.9933749239208,622.6236390950855
12,2016-10-13,631.0409460353942,5.566569419535443,620.1306704556627,641.9512216151257
13,2016-10-14,634.7768827719516,5.35714215206577,624.2770770938413,645.2766884500619
14,2016-10-15,636.4171061538527,5.225024150408383,626.1762470007003,646.6579653070052
15,2016-10-16,637.8482462140624,5.141172353173703,627.771733563529,647.9247588645959
16,2016-10-17,639.4031816261262,5.160235900979873,629.289305108475,649.5170581437774
17,2016-10-18,641.2602014389854,5.086164373876349,631.291502446737,651.2289004312338
18,2016-10-19,636.1021281601969,5.038444192524315,626.2269590047342,645.9772973156596
19,2016-10-20,628.1173909633071,5.168977906418957,617.9863804298427,638.2484014967715
20,2016-10-21,628.2757459959507,5.100223059127767,618.2794924869396,638.2719995049619
21,2016-10-22,630.7080219885144,4.947473477306685,621.0111521585261,640.4048918185026
22,2016-10-23,652.6989636433694,5.959672017167519,641.0182211300499,664.3797061566889
23,2016-10-24,651.5715527527003,5.886308460703501,640.0346001678281,663.1085053375725
24,2016-10-25,650.6880451016954,5.815332788736406,639.2902022776572,662.0858879257336
25,2016-10-26,654.9032163949121,6.167528901727818,642.8150818739157,666.9913509159085
26,2016-10-27,651.0417876860846,6.117283050931103,639.0521332230223,663.0314421491469
27,2016-10-28,675.95236752054,7.375392904681006,661.4968630555329,690.407871985547
28,2016-10-29,690.0216801935967,7.395794649244896,675.5261890440227,704.5171713431707
29,2016-10-30,686.8544912772968,7.344179858065689,672.4601632595036,701.24881929509
30,2016-10-31,692.9222750489788,7.103971031704871,678.9987476796214,706.8458024183362
31,2016-11-01,704.4940157506736,7.342330763742619,690.1033118911577,718.8847196101896
32,2016-11-02,696.4507957714873,7.370645769235928,682.0045955209823,710.8969960219922
33,2016-11-03,726.3267588177796,8.102014262217846,710.4471026616028,742.2064149739564
34,2016-11-04,710.6507163925095,9.369243986089751,692.2873356174051,729.0140971676138
35,2016-11-05,688.8331473658301,9.49337107726417,670.226481962518,707.4398127691421
36,2016-11-06,681.895345423229,9.663629067009705,662.9549804919355,700.8357103545223
37,2016-11-07,706.8482018079985,10.51230607237531,686.2444605116812,727.4519431043159
38,2016-11-08,717.1293057344807,9.893360543161968,697.7386753838136,736.5199360851477
39,2016-11-09,709.7472800650277,10.338635869618535,689.4839261113013,730.010634018754
40,2016-11-10,717.6095235671344,10.352780825652072,697.3184460090195,737.9006011252493
41,2016-11-11,719.1298131903791,10.278633638456089,698.9840614487232,739.275564932035
42,2016-11-12,717.8411366180126,10.204056278957442,697.8415538150361,737.840719420989
43,2016-11-13,707.766499381844,10.27747266604162,687.6230231043075,727.9099756593805
44,2016-11-14,704.6317688819112,10.218674372951783,684.6035351411832,724.6600026226391
45,2016-11-15,705.1547937995917,10.140866669071817,685.2790603561883,725.0305272429952
46,2016-11-16,709.1472942047426,10.08756950513288,689.3760212831376,728.9185671263476
47,2016-11-17,710.7816550179299,10.016244815304793,691.1501759195964,730.4131341162633
48,2016-11-18,731.0225183723383,10.439335766987433,710.561796246522,751.4832404981545
49,2016-11-19,743.92780802354,10.525848687617577,723.2975236890913,764.5580923579887
50,2016-11-20,751.1550264573423,10.46565507113866,730.6427194432915,771.667333471393
51,2016-11-21,732.2719719493692,10.67873307636757,711.3420397191721,753.2019041795663
52,2016-11-22,739.9249886562682,10.626636707169235,719.0971634334252,760.7528138791112
53,2016-11-23,735.2394832418513,10.558589351545843,714.5450283852733,755.9339380984293
54,2016-11-24,741.2558845696325,10.510993038599366,720.6547167722265,761.8570523670385
55,2016-11-25,737.4881632110121,10.44892713898234,717.0086423415236,757.9676840805006
56,2016-11-26,736.7473507346756,10.381983552929977,716.3990368828456,757.0956645865056
57,2016-11-27,734.2719519382723,10.319457488400236,714.0461869210156,754.497716955529
58,2016-11-28,729.4497269187868,10.276373090559652,709.3084057695934,749.5910480679803
59,2016-11-29,728.2777294129097,10.213722847904581,708.2592004829429,748.2962583428765
60,2016-11-30,731.6706759929102,10.161187623535984,711.7551142106256,751.5862377751948
61,2016-12-01,739.9430219944367,10.171912202142414,720.0064404243341,759.8796035645393
62,2016-12-02,740.67345109192,10.111735914847166,720.8548128776393,760.4920893062007
63,2016-12-03,767.1424594334613,10.63536637872749,746.2975243687673,787.9873944981554
64,2016-12-04,762.4090868044187,10.575022718558822,741.6824231403506,783.1357504684869
65,2016-12-05,764.997900958313,10.5122974227338,744.3941766149816,785.6016253016445
66,2016-12-06,756.2483349294814,10.504817873007399,735.6592702342342,776.8373996247286
67,2016-12-07,757.1982368803411,10.443626522039347,736.7291050291567,777.6673687315256
